insurance_id,payer_name,payer_type
INS-O7TKII,Wood Inc,Insurance
INS-KQJIWZ,Day Group,Government
INS-H6Z1TN,Gonzalez Group,Insurance
INS-RHXO86,Fowler-Smith,Government
INS-NOREG388,,Government
INS-AOYWXT,Robbins Ltd,Government
INS-NOREG389,,Self-pay
INS-77VLG2,Fowler-Smith,Insurance
INS-MX4V4L,Day Group,Government
INS-RCHJ3Q,Walker-Bates,Insurance
INS-PLC6XH,Shaw-Jacobs,Insurance
INS-EI59ZM,Brooks-Johnson,Government
INS-EGE782,"Smith, Cole and Rodgers",Insurance
INS-TV68J6,"Sanchez, Shaffer and Watson",Government
INS-QELGWM,Walker-Bates,Government
INS-NTGXW2,"Anderson, Oconnell and Yates",Government
INS-YJU0XL,"Johnson, Mcintyre and Garrett",Government
INS-L5X88U,Robbins Ltd,Government
INS-HP0Y72,Martinez-Burnett,Government
INS-4XLL34,"Richard, Floyd and Villanueva",Insurance
INS-P1EQ4W,"Sanchez, Shaffer and Watson",Government
INS-V3FBTB,"Thomas, Blake and Harding",Insurance
INS-2P3AVB,"Anderson, Oconnell and Yates",Insurance
INS-2QOFM2,Shaw-Jacobs,Insurance
INS-E26M6S,Robbins Ltd,Government
INS-8GHH7S,Robbins Ltd,Insurance
INS-ZLP13E,,Government
INS-NOREG390,,Self-pay
INS-49DEN1,Martinez-Burnett,Government
INS-CBXRZT,"Sanchez, Shaffer and Watson",Insurance
INS-OCROQQ,Jackson-Hubbard,Insurance
INS-7I5L7X,"Thomas, Blake and Harding",Government
INS-CDH3F3,Brooks-Johnson,Insurance
INS-NOREG391,Wood Inc,Government
INS-R2AREL,Brooks-Johnson,Insurance
INS-D94FFD,Flores-Allen,Insurance
INS-1MGAN0,,Government
INS-B5M8HK,Henson Group,Government
INS-Y0LWU2,Henson Group,Government
INS-51L84O,Robbins Ltd,Government
INS-TFWOU9,Shaw-Jacobs,Insurance
INS-VXZ530,"Thomas, Blake and Harding",Government
INS-NOREG392,,Government
INS-NOREG393,,Self-pay
INS-5FLG15,Wood Inc,Insurance
INS-NOREG394,"Andrade, Gilbert and Cook",Insurance
INS-IEENYN,Wood Inc,Insurance
INS-NOREG395,,Government
INS-Z14HTR,Jackson-Hubbard,Government
INS-NOREG396,Wood Inc,Government
INS-3IU76N,,Insurance
INS-XN0EIM,Gonzalez Group,Insurance
INS-KYYSZ6,"Thomas, Blake and Harding",Insurance
INS-UX8N4R,Peterson-Williams,Government
INS-5RA83F,"Smith, Cole and Rodgers",Insurance
INS-ET4XMN,"Sanchez, Shaffer and Watson",Insurance
INS-WTX4DU,"Sanchez, Shaffer and Watson",Government
INS-7OFXNO,Wood Inc,Government
INS-PUR6AR,"Richard, Floyd and Villanueva",Insurance
INS-W4V7B7,"Smith, Cole and Rodgers",Insurance
INS-PV5FAT,Chang Inc,Insurance
INS-06IPG4,Wood Inc,Insurance
INS-2VMPYA,Shaw-Jacobs,Insurance
INS-Q3UOYP,"Thomas, Blake and Harding",Government
INS-0BCSI7,Fowler-Smith,Insurance
INS-B2DOIW,Shaw-Jacobs,Insurance
INS-MU6KUC,Fowler-Smith,Insurance
INS-NOREG397,Peterson-Williams,Government
INS-4IYHI5,Peterson-Williams,Government
INS-JZE5YJ,"Johnson, Mcintyre and Garrett",Government
INS-9ICVC0,Brooks-Johnson,Government
INS-TEIQSB,Henson Group,Government
INS-H6J9AG,Robbins Ltd,Insurance
INS-JN4PVW,Shaw-Jacobs,Insurance
INS-SBZ6FM,Day Group,Insurance
INS-34R03Z,"Sanchez, Shaffer and Watson",Insurance
INS-OGOHO7,Robbins Ltd,Government
INS-LU1QZE,Walker-Bates,Government
INS-FE0MHA,Wood Inc,Government
INS-CO71H4,Henson Group,Government
INS-0KTV5L,Walsh-Thomas,Government
INS-7N5GGA,"Lopez, Johnson and Myers",Government
INS-VSEB4V,Jackson-Hubbard,Government
INS-TAXWS0,Robbins Ltd,Government
INS-CNIFTX,,Government
INS-0K1KYT,Henson Group,Insurance
INS-FAP8FW,Peterson-Williams,Government
INS-KTQE04,"Richard, Floyd and Villanueva",Government
INS-6Z1A0T,Brooks-Johnson,Insurance
INS-NOREG398,Martinez-Burnett,Insurance
INS-HG19ZF,Walsh-Thomas,Government
INS-5OIVJF,"Anderson, Oconnell and Yates",Insurance
INS-K5CCLK,Lee and Sons,Insurance
INS-9PJIP1,Shaw-Jacobs,Government
INS-6ZFO40,Shaw-Jacobs,Government
INS-QI318D,,Government
INS-NOREG399,,Self-pay
INS-A60K8L,Wood Inc,Government
INS-39LH3G,Flores-Allen,Insurance
INS-ELFC24,Martinez-Burnett,Government
INS-NOREG400,,Self-pay
INS-FSGD7B,Robbins Ltd,Insurance
INS-O9IZDD,"Lopez, Johnson and Myers",Insurance
INS-NOREG401,,Self-pay
INS-PPXFOU,Henson Group,Insurance
INS-NOREG402,Shaw-Jacobs,Government
INS-GPT99G,Chang Inc,Government
INS-VRI1XK,"Andrade, Gilbert and Cook",Insurance
INS-QX1O6E,Lee and Sons,Government
INS-NOREG403,,Self-pay
INS-79L2LX,Flores-Allen,Government
INS-IJJYCN,Robbins Ltd,Insurance
INS-JHZIIQ,Wood Inc,Insurance
INS-YY9U91,Brooks-Johnson,Government
INS-MLUXVD,,Insurance
INS-KOJEF3,"Anderson, Oconnell and Yates",Insurance
INS-8VYGLC,Wood Inc,Government
INS-6LVP0F,,Insurance
INS-DWH05J,Gonzalez Group,Insurance
INS-56JJ35,"Richard, Floyd and Villanueva",Government
INS-MNE9Q8,Gonzalez Group,Government
INS-12CHHE,Walker-Bates,Insurance
INS-1Q4DD6,"Smith, Cole and Rodgers",Government
INS-HKLN72,Martinez-Burnett,Insurance
INS-VIQ3BI,"Thomas, Blake and Harding",Government
INS-I69JRN,,Government
INS-OT9PNL,"Sanchez, Shaffer and Watson",Government
INS-7RKHUJ,Walker-Bates,Government
INS-GDFAQP,,Insurance
INS-26NPUC,Henson Group,Government
INS-CNZE37,"Andrade, Gilbert and Cook",Insurance
INS-0F80FW,"Sanchez, Shaffer and Watson",Insurance
INS-1MJ4KG,Gonzalez Group,Government
INS-CCIWIB,Brooks-Johnson,Insurance
INS-NOREG404,Wood Inc,Insurance
INS-SNK0RQ,Lee and Sons,Insurance
INS-8DIJJH,Flores-Allen,Insurance
INS-TRU0GM,Robbins Ltd,Insurance
INS-EXAZUV,"Johnson, Mcintyre and Garrett",Government
INS-KRVSCE,"Smith, Cole and Rodgers",Insurance
INS-M64H6G,Martinez-Burnett,Insurance
INS-NOREG405,"Thomas, Blake and Harding",Government
INS-ITQX0L,"Thomas, Blake and Harding",Insurance
INS-EEHPC2,Brooks-Johnson,Insurance
INS-XEBRG9,Jackson-Hubbard,Government
INS-NOREG406,,Self-pay
INS-KY5PTY,Shaw-Jacobs,Government
INS-LTYJRB,Day Group,Government
INS-ECJ4UQ,"Smith, Cole and Rodgers",Insurance
INS-MBU7UZ,Martinez-Burnett,Insurance
INS-NOREG407,Lee and Sons,Government
INS-NOREG408,,Self-pay
INS-93IMSE,"Andrade, Gilbert and Cook",Insurance
INS-1UEB7C,Lee and Sons,Insurance
INS-CZK300,Jackson-Hubbard,Government
INS-I0Y5L7,Peterson-Williams,Insurance
INS-W47DTR,Gonzalez Group,Government
INS-3JSX0U,Peterson-Williams,Government
INS-37DD8E,"Andrade, Gilbert and Cook",Government
INS-NOREG409,Walsh-Thomas,Insurance
INS-Y9YGMD,"Sanchez, Shaffer and Watson",Government
INS-TKINYE,Day Group,Government
INS-PTH99V,"Richard, Floyd and Villanueva",Government
INS-9FUC1S,"Lopez, Johnson and Myers",Insurance
INS-R13R2I,Martinez-Burnett,Government
INS-IEFYJN,"Anderson, Oconnell and Yates",Insurance
INS-P8TFXM,"Smith, Cole and Rodgers",Government
INS-NOREG410,"Smith, Cole and Rodgers",Insurance
INS-03TF56,Day Group,Insurance
INS-X0L5GW,Robbins Ltd,Government
INS-LGG4I7,"Anderson, Oconnell and Yates",Government
INS-OT7XFJ,"Johnson, Mcintyre and Garrett",Government
INS-8D0TBG,Martinez-Burnett,Insurance
INS-K2JWXV,Walsh-Thomas,Government
INS-VTUHRU,Shaw-Jacobs,Insurance
INS-H23L3H,Walsh-Thomas,Insurance
INS-E5SIB8,Robbins Ltd,Insurance
INS-0BGTOA,Walsh-Thomas,Insurance
INS-NOREG411,,Insurance
INS-RWM16L,"Lopez, Johnson and Myers",Government
INS-GK0QP1,"Lopez, Johnson and Myers",Insurance
INS-3R9SRT,Walsh-Thomas,Government
INS-8N9A2S,Brooks-Johnson,Insurance
INS-T3PPVL,"Anderson, Oconnell and Yates",Government
INS-NOREG412,,Self-pay
INS-VTUYCN,,Insurance
INS-UY7HFO,Merritt-Flynn,Insurance
INS-DAW3SZ,Walker-Bates,Insurance
INS-PXO6UN,Brooks-Johnson,Government
INS-NOREG413,,Government
INS-86K08F,Walsh-Thomas,Government
INS-C5H3WI,Shaw-Jacobs,Insurance
INS-JV2F1U,Gonzalez Group,Insurance
INS-QHS40N,Shaw-Jacobs,Insurance
INS-VW8W2P,"Andrade, Gilbert and Cook",Insurance
INS-1XMENT,"Lopez, Johnson and Myers",Insurance
INS-HL24QJ,Robbins Ltd,Insurance
INS-0ZMG8J,"Johnson, Mcintyre and Garrett",Insurance
INS-JQZDCC,Gonzalez Group,Insurance
INS-ZJT92W,"Andrade, Gilbert and Cook",Government
INS-IJJ2AV,Merritt-Flynn,Government
INS-GX1WZA,Chang Inc,Government
INS-02TN0H,"Smith, Cole and Rodgers",Insurance
INS-00OXTG,"Richard, Floyd and Villanueva",Insurance
INS-MVYLHO,Lee and Sons,Government
INS-OM0BEN,Brooks-Johnson,Government
INS-OL6PKQ,Jackson-Hubbard,Government
INS-NOREG414,"Smith, Cole and Rodgers",Insurance
INS-FKVOAV,Walker-Bates,Government
INS-8RN6EH,Day Group,Insurance
INS-EXB3ZK,Wood Inc,Government
INS-9WYI95,"Andrade, Gilbert and Cook",Insurance
INS-IIYASH,Robbins Ltd,Government
INS-A1KFOC,Flores-Allen,Insurance
INS-NOREG415,,Self-pay
INS-NOREG416,Peterson-Williams,Insurance
INS-2GTL9O,Martinez-Burnett,Insurance
INS-NOREG417,"Anderson, Oconnell and Yates",Insurance
INS-O5HP1L,Gonzalez Group,Insurance
INS-4THS4R,Walsh-Thomas,Insurance
INS-SW3FUF,Flores-Allen,Government
INS-KYR5QU,Walsh-Thomas,Government
INS-U7KVTA,Shaw-Jacobs,Government
INS-680N7P,Peterson-Williams,Government
INS-PXGGD8,Martinez-Burnett,Insurance
INS-PQD6UF,Gonzalez Group,Government
INS-0414VJ,"Lopez, Johnson and Myers",Government
INS-ZCV52Q,Flores-Allen,Government
INS-HT5T9M,"Johnson, Mcintyre and Garrett",Insurance
INS-UMIA2W,Martinez-Burnett,Insurance
INS-453B6J,Wood Inc,Government
INS-099A7C,"Thomas, Blake and Harding",Insurance
INS-8YLCKQ,Day Group,Insurance
INS-K335IE,"Johnson, Mcintyre and Garrett",Insurance
INS-1CVXH7,Martinez-Burnett,Insurance
INS-G3QQG6,Peterson-Williams,Insurance
INS-2T9Z39,Flores-Allen,Insurance
INS-M4VRZO,Walker-Bates,Government
INS-38W09G,"Lopez, Johnson and Myers",Government
INS-KCOLRZ,Day Group,Insurance
INS-2VBD4K,Peterson-Williams,Insurance
INS-89K2UY,"Richard, Floyd and Villanueva",Government
INS-EF5EDE,"Richard, Floyd and Villanueva",Insurance
INS-WNXMG2,Shaw-Jacobs,Insurance
INS-OU60ZY,"Andrade, Gilbert and Cook",Government
INS-FXG8FF,,Insurance
INS-9333LQ,Lee and Sons,Insurance
INS-IQWLR3,Shaw-Jacobs,Government
INS-5XX9RJ,Fowler-Smith,Government
INS-BKXKY4,"Sanchez, Shaffer and Watson",Government
INS-TNIKYT,Walker-Bates,Insurance
INS-3DTIDP,"Richard, Floyd and Villanueva",Government
INS-WJXUE3,,Insurance
INS-FGV6YV,Fowler-Smith,Government
INS-NOREG418,,Self-pay
INS-FEVXLT,Lee and Sons,Insurance
INS-UTQSJR,Day Group,Insurance
INS-7XVXXI,Walker-Bates,Government
INS-9UCA49,,Government
INS-QIJJ2O,Walker-Bates,Insurance
INS-BR12IS,"Johnson, Mcintyre and Garrett",Insurance
INS-0XWI30,,Government
INS-33ST7H,"Thomas, Blake and Harding",Insurance
INS-K0LRZC,Wood Inc,Insurance
INS-1QTW5U,Martinez-Burnett,Insurance
INS-SQL1YU,Jackson-Hubbard,Insurance
INS-RI1BGK,,Insurance
INS-E5L0AN,"Sanchez, Shaffer and Watson",Government
INS-NOREG419,"Johnson, Mcintyre and Garrett",Government
INS-SBH6T1,Day Group,Insurance
INS-3Y4QDY,Fowler-Smith,Insurance
INS-8GIF91,Fowler-Smith,Government
INS-C0CGVA,Walker-Bates,Government
INS-NOREG420,"Thomas, Blake and Harding",Government
INS-UHCUMH,Lee and Sons,Government
INS-MHEJ3C,"Richard, Floyd and Villanueva",Insurance
INS-JLCK83,"Smith, Cole and Rodgers",Insurance
INS-2PWUIX,"Sanchez, Shaffer and Watson",Insurance
INS-NOREG421,Peterson-Williams,Insurance
INS-BGY9N4,,Government
INS-H0ATGE,Henson Group,Insurance
INS-WV4EFG,Day Group,Insurance
INS-627I12,"Andrade, Gilbert and Cook",Government
INS-V1IST7,Jackson-Hubbard,Insurance
INS-61WDFK,"Anderson, Oconnell and Yates",Government
INS-L2HGHX,Jackson-Hubbard,Government
INS-9AN0YD,"Smith, Cole and Rodgers",Government
INS-NOREG422,,Self-pay
INS-PMAZG8,Lee and Sons,Government
INS-0ZR9XS,"Smith, Cole and Rodgers",Government
INS-T8C5XE,Chang Inc,Insurance
INS-QNRQDI,Lee and Sons,Insurance
INS-P4GEV2,"Andrade, Gilbert and Cook",Insurance
INS-1YBNUC,Shaw-Jacobs,Insurance
INS-BIKZGW,Henson Group,Government
INS-X2V6S8,Henson Group,Government
INS-QD9MD6,Merritt-Flynn,Government
INS-GPZ7ER,"Anderson, Oconnell and Yates",Insurance
INS-NLE8G4,Lee and Sons,Government
INS-7HHQR7,Shaw-Jacobs,Insurance
INS-007D6P,Jackson-Hubbard,Insurance
INS-ZJ9IPH,Jackson-Hubbard,Government
INS-CGIZQZ,Robbins Ltd,Government
INS-28RPE9,Walker-Bates,Insurance
INS-NOREG423,Walker-Bates,Government
INS-2J38MK,Walsh-Thomas,Insurance
INS-BIJGW3,"Sanchez, Shaffer and Watson",Government
INS-ZPCJ2C,Jackson-Hubbard,Government
INS-HJMV0C,"Andrade, Gilbert and Cook",Insurance
INS-0UYE0H,Walker-Bates,Insurance
INS-HCULKR,Walker-Bates,Government
INS-NOREG424,,Self-pay
INS-Z1YFXI,Brooks-Johnson,Insurance
INS-Z1VO5S,Flores-Allen,Insurance
INS-NOREG425,Flores-Allen,Insurance
INS-G4WVI4,"Sanchez, Shaffer and Watson",Government
INS-JAPR6J,"Thomas, Blake and Harding",Insurance
INS-YH2ZBC,"Sanchez, Shaffer and Watson",Insurance
INS-09AGQG,"Thomas, Blake and Harding",Insurance
INS-QU4ES9,Gonzalez Group,Government
INS-13NCSY,Day Group,Insurance
INS-5O7OUC,Day Group,Insurance
INS-6C8WOK,Chang Inc,Government
INS-NOREG426,Shaw-Jacobs,Government
INS-WHTJFW,Merritt-Flynn,Insurance
INS-HMPUAQ,Walsh-Thomas,Government
INS-6LFXSP,Shaw-Jacobs,Government
INS-CAZV5L,,Insurance
INS-YVZJKI,Flores-Allen,Insurance
INS-S0ZPGZ,"Johnson, Mcintyre and Garrett",Government
INS-YYZ8OT,"Richard, Floyd and Villanueva",Government
INS-2MEDU4,"Smith, Cole and Rodgers",Insurance
INS-SGH9OD,"Thomas, Blake and Harding",Insurance
INS-16W7FV,"Johnson, Mcintyre and Garrett",Government
INS-634X0Q,"Richard, Floyd and Villanueva",Insurance
INS-MWAK07,"Richard, Floyd and Villanueva",Government
INS-VZJ7U9,Gonzalez Group,Government
INS-HK8S7X,Walsh-Thomas,Insurance
INS-NOREG427,"Smith, Cole and Rodgers",Government
INS-342IHI,Walsh-Thomas,Government
INS-0F9KMJ,"Andrade, Gilbert and Cook",Government
INS-2ZPBXX,Robbins Ltd,Government
INS-NOREG428,,Insurance
INS-I2P7BW,Gonzalez Group,Government
INS-U3QXJ7,"Anderson, Oconnell and Yates",Insurance
INS-91O8BW,Day Group,Insurance
INS-V8MN8B,"Johnson, Mcintyre and Garrett",Insurance
INS-EBS0Y1,Wood Inc,Government
INS-NOREG429,,Self-pay
INS-UJIKGS,Merritt-Flynn,Insurance
INS-KLHYKC,Flores-Allen,Insurance
INS-NDSSVX,"Sanchez, Shaffer and Watson",Government
INS-EFY0NK,Lee and Sons,Insurance
INS-0WKX64,"Anderson, Oconnell and Yates",Insurance
INS-3XTYQH,Jackson-Hubbard,Government
INS-IGX7JL,,Insurance
INS-04J8WN,Flores-Allen,Insurance
INS-VWDPLV,Walker-Bates,Government
INS-RTVSYP,,Insurance
INS-R4R2AF,"Lopez, Johnson and Myers",Insurance
INS-UZENK0,Martinez-Burnett,Insurance
INS-XTPCTI,"Lopez, Johnson and Myers",Government
INS-4K7WCW,,Insurance
INS-NOREG430,,Self-pay
INS-NOREG431,Jackson-Hubbard,Insurance
INS-N90O79,Gonzalez Group,Government
INS-AERDWG,Chang Inc,Government
INS-0Z9LDK,Chang Inc,Insurance
INS-4LNQZN,"Johnson, Mcintyre and Garrett",Insurance
INS-Y8ZD5G,Gonzalez Group,Insurance
INS-17YD9R,Fowler-Smith,Government
INS-9M050Y,Henson Group,Insurance
INS-9PKZRU,Henson Group,Insurance
INS-0NP38D,Jackson-Hubbard,Insurance
INS-SBV0BX,Merritt-Flynn,Government
INS-4ZNFWI,Walsh-Thomas,Government
INS-NOREG432,"Thomas, Blake and Harding",Insurance
INS-JAET49,"Thomas, Blake and Harding",Government
INS-NOREG433,Wood Inc,Government
INS-RRTB5W,"Johnson, Mcintyre and Garrett",Insurance
INS-M4TO5G,Flores-Allen,Insurance
INS-2PKZWQ,Martinez-Burnett,Government
INS-5KSNYU,Robbins Ltd,Government
INS-YQ2KS1,Chang Inc,Insurance
INS-6H5UXP,Gonzalez Group,Government
INS-T4TF7R,"Thomas, Blake and Harding",Government
INS-MG74XV,Peterson-Williams,Government
INS-LFA7UJ,Chang Inc,Government
INS-18PVZR,Chang Inc,Government
INS-KAS42U,"Sanchez, Shaffer and Watson",Government
INS-W0D3UZ,"Smith, Cole and Rodgers",Government
INS-USD6DV,Brooks-Johnson,Government
INS-EFPQ8G,"Lopez, Johnson and Myers",Insurance
INS-SJPC61,Brooks-Johnson,Insurance
INS-KE0TCR,Gonzalez Group,Insurance
INS-NOREG434,,Self-pay
INS-347AIN,Peterson-Williams,Government
INS-OO15W7,Jackson-Hubbard,Government
INS-THZ1FF,"Anderson, Oconnell and Yates",Insurance
INS-N1K2P4,Gonzalez Group,Government
INS-NOREG435,Wood Inc,Government
INS-L0T399,Brooks-Johnson,Government
INS-NOREG436,Walker-Bates,Government
INS-NOREG437,"Smith, Cole and Rodgers",Insurance
INS-363ZZZ,Walker-Bates,Insurance
INS-CFZFRA,Merritt-Flynn,Insurance
INS-617HOY,"Johnson, Mcintyre and Garrett",Government
INS-G699X1,Gonzalez Group,Insurance
INS-NOREG438,,Insurance
INS-PM8GPK,Robbins Ltd,Government
INS-NOREG439,,Self-pay
INS-4S30XA,Merritt-Flynn,Insurance
INS-OPPMLR,Brooks-Johnson,Government
INS-94RCGU,Jackson-Hubbard,Government
INS-6XPFSG,Henson Group,Government
INS-Q7AVV1,"Sanchez, Shaffer and Watson",Government
INS-8VNPA6,"Lopez, Johnson and Myers",Insurance
INS-WY1MAK,"Sanchez, Shaffer and Watson",Insurance
INS-ZEN2TR,"Johnson, Mcintyre and Garrett",Government
INS-Y2719V,Fowler-Smith,Insurance
INS-0MBH8W,Walsh-Thomas,Insurance
INS-WWIQW7,"Lopez, Johnson and Myers",Insurance
INS-9LVD83,"Thomas, Blake and Harding",Government
INS-URO1JJ,"Sanchez, Shaffer and Watson",Insurance
INS-QGODLK,"Lopez, Johnson and Myers",Insurance
INS-SOZFTU,,Government
INS-NNM46U,Wood Inc,Government
INS-11MZ80,Walsh-Thomas,Government
INS-LTZKHP,Merritt-Flynn,Insurance
INS-GJ8ZGT,Chang Inc,Insurance
INS-T8O13D,Martinez-Burnett,Government
INS-KC8TB8,Lee and Sons,Insurance
INS-KS3XQT,"Lopez, Johnson and Myers",Insurance
INS-0MA8BN,Martinez-Burnett,Government
INS-AXX3QM,Peterson-Williams,Insurance
INS-Y32HXC,Brooks-Johnson,Insurance
INS-UZHAZ0,Day Group,Government
INS-NOREG440,"Johnson, Mcintyre and Garrett",Insurance
INS-WWSF4H,Martinez-Burnett,Government
INS-ULFY04,Fowler-Smith,Insurance
INS-N1WP3V,Henson Group,Government
INS-IEUAGA,Wood Inc,Government
INS-EPZT1B,Shaw-Jacobs,Insurance
INS-PIP2P5,,Government
INS-LF2K2F,Brooks-Johnson,Insurance
INS-1S38EE,Fowler-Smith,Government
INS-4CRBMS,Lee and Sons,Insurance
INS-HTITQ1,"Sanchez, Shaffer and Watson",Insurance
INS-RC74W5,,Insurance
INS-QFSQ9J,"Smith, Cole and Rodgers",Government
INS-GPC1X0,Shaw-Jacobs,Government
INS-4Z12NM,Robbins Ltd,Government
INS-NOREG441,"Sanchez, Shaffer and Watson",Insurance
INS-V9Y1CO,Shaw-Jacobs,Government
INS-OY9A8A,,Government
INS-WQHK7S,Peterson-Williams,Insurance
INS-4E1JNS,Lee and Sons,Government
INS-G2N27D,Brooks-Johnson,Insurance
INS-U4LVSP,"Smith, Cole and Rodgers",Government
INS-F1H46D,"Anderson, Oconnell and Yates",Government
INS-HOR6QG,"Sanchez, Shaffer and Watson",Insurance
INS-5WH3M9,"Smith, Cole and Rodgers",Government
INS-P8GTMK,"Thomas, Blake and Harding",Government
INS-K8HMVC,"Richard, Floyd and Villanueva",Government
INS-CLPRHZ,Peterson-Williams,Insurance
INS-6G9D73,Henson Group,Insurance
INS-QOUJTW,Martinez-Burnett,Insurance
INS-63X0GS,"Smith, Cole and Rodgers",Government
INS-NOREG442,,Self-pay
INS-H7NL4Z,"Smith, Cole and Rodgers",Insurance
INS-2RYIWX,Merritt-Flynn,Government
INS-JY2NX6,Jackson-Hubbard,Government
INS-SRDTO0,"Richard, Floyd and Villanueva",Insurance
INS-3665BO,Day Group,Insurance
INS-NOREG443,,Self-pay
INS-5YUWJU,Robbins Ltd,Government
INS-YS45OU,"Smith, Cole and Rodgers",Government
INS-GZNP7G,Merritt-Flynn,Government
INS-PDDF81,"Richard, Floyd and Villanueva",Insurance
INS-NXSK9X,"Thomas, Blake and Harding",Government
INS-X59TVC,Wood Inc,Government
INS-HD82RY,"Johnson, Mcintyre and Garrett",Insurance
INS-YSSI97,"Johnson, Mcintyre and Garrett",Insurance
INS-N1K5X6,Brooks-Johnson,Government
INS-8K3O80,"Johnson, Mcintyre and Garrett",Government
INS-VC37G8,Flores-Allen,Government
INS-M41PZZ,Jackson-Hubbard,Government
INS-AMWX44,Robbins Ltd,Government
INS-JW7XJC,Henson Group,Insurance
INS-8D0UOW,,Government
INS-DRYDEW,Wood Inc,Government
INS-WSP90J,Merritt-Flynn,Insurance
INS-VWP3Z6,Gonzalez Group,Insurance
INS-PG9WZT,Brooks-Johnson,Government
INS-67CP86,Wood Inc,Government
INS-ZLQRWE,Fowler-Smith,Insurance
INS-K28QD1,Jackson-Hubbard,Government
INS-MF3DPU,"Thomas, Blake and Harding",Insurance
INS-SIJBT7,"Thomas, Blake and Harding",Government
INS-9HS64J,Fowler-Smith,Government
INS-4P6PP3,Wood Inc,Insurance
INS-AXSGS1,Wood Inc,Government
INS-8Q2OSX,"Andrade, Gilbert and Cook",Government
INS-8FZMG5,"Andrade, Gilbert and Cook",Insurance
INS-FJL0Q0,"Lopez, Johnson and Myers",Insurance
INS-I869GT,"Johnson, Mcintyre and Garrett",Government
INS-53H8BO,Chang Inc,Government
INS-ZMNEIT,Merritt-Flynn,Government
INS-ZNGPUU,Walsh-Thomas,Insurance
INS-1HFPHO,Day Group,Government
INS-TZ3GGM,Chang Inc,Government
INS-MEXT1P,Wood Inc,Government
INS-18NDJQ,Jackson-Hubbard,Government
INS-CGPQM5,"Johnson, Mcintyre and Garrett",Government
INS-FGDQ1K,Walker-Bates,Government
INS-NOREG444,,Self-pay
INS-NOREG445,"Richard, Floyd and Villanueva",Government
INS-4V6VRF,Chang Inc,Insurance
INS-NOREG446,,Self-pay
INS-G45ETP,Flores-Allen,Government
INS-BWMCT7,,Insurance
INS-NOREG447,Gonzalez Group,Government
INS-QSO6CW,"Smith, Cole and Rodgers",Insurance
INS-1TO52F,"Sanchez, Shaffer and Watson",Insurance
INS-F14DH7,Brooks-Johnson,Government
INS-N04F7N,Shaw-Jacobs,Insurance
INS-OI5SN6,Brooks-Johnson,Insurance
INS-LZLB4H,Jackson-Hubbard,Government
INS-C1E8PP,"Anderson, Oconnell and Yates",Insurance
INS-F2WSIW,Henson Group,Government
INS-K09T7L,Walsh-Thomas,Government
INS-ZD04N7,Jackson-Hubbard,Insurance
INS-LG53A8,Gonzalez Group,Government
INS-3B967E,Fowler-Smith,Government
INS-8O4W97,Chang Inc,Insurance
INS-SZRQOX,Wood Inc,Insurance
INS-8ZIACQ,Shaw-Jacobs,Government
INS-WS87FF,"Thomas, Blake and Harding",Insurance
INS-G8W9XU,Wood Inc,Government
INS-L6CGQN,"Anderson, Oconnell and Yates",Insurance
INS-D6MTAQ,Walker-Bates,Government
INS-P5R1AU,Fowler-Smith,Insurance
INS-HF85JC,Gonzalez Group,Insurance
INS-7SVCC0,Walsh-Thomas,Government
INS-Z3E18O,Jackson-Hubbard,Insurance
INS-KHTACZ,"Sanchez, Shaffer and Watson",Insurance
INS-V4KCTS,Walker-Bates,Insurance
INS-18G02C,Day Group,Insurance
INS-NOREG448,Walsh-Thomas,Insurance
INS-6D58J2,Walsh-Thomas,Insurance
INS-HO6DSI,Martinez-Burnett,Government
INS-K7FLO4,Merritt-Flynn,Government
INS-LW2RC1,"Andrade, Gilbert and Cook",Insurance
INS-6FLII9,Wood Inc,Insurance
INS-SS10ZA,,Government
INS-FOJYU4,Jackson-Hubbard,Insurance
INS-8AJPO6,,Government
INS-I5QU7T,Chang Inc,Insurance
INS-HWVB7F,Henson Group,Insurance
INS-BUOHDF,Flores-Allen,Government
INS-5WOJXC,Lee and Sons,Insurance
INS-88L5YC,"Lopez, Johnson and Myers",Insurance
INS-E9F7XS,Flores-Allen,Government
INS-V31FBJ,Flores-Allen,Insurance
INS-NOREG449,,Self-pay
INS-46A2IW,Robbins Ltd,Insurance
INS-WC2D8F,Walker-Bates,Government
INS-F4D3IJ,Henson Group,Government
INS-06O2YR,Fowler-Smith,Government
INS-UHYQU3,"Anderson, Oconnell and Yates",Government
INS-PAJO4E,Merritt-Flynn,Government
INS-UP677F,Brooks-Johnson,Government
INS-0RPV6L,Shaw-Jacobs,Insurance
INS-M548LV,Brooks-Johnson,Insurance
INS-QCF1CK,Day Group,Insurance
INS-4FVQ2E,"Sanchez, Shaffer and Watson",Government
INS-NOREG450,Peterson-Williams,Insurance
INS-KMBKZ7,"Smith, Cole and Rodgers",Government
INS-N84TKH,Brooks-Johnson,Insurance
INS-KUUZ8R,"Lopez, Johnson and Myers",Insurance
INS-NOREG451,Gonzalez Group,Government
INS-WJRYNN,Flores-Allen,Insurance
INS-NYPAZJ,Wood Inc,Insurance
INS-F1TC68,Merritt-Flynn,Insurance
INS-T61TD2,,Insurance
INS-WOABTN,Flores-Allen,Government
INS-6NDTR1,"Sanchez, Shaffer and Watson",Government
INS-KGC3SO,"Lopez, Johnson and Myers",Insurance
